,qkey,attribute,group,D_H,R_H
0,GOVREGV1_W49,Overall,Overall,[0.75692899 0.08189247 0.16117854],0.013830295761515551
1,CONTROLGOV_W49,Overall,Overall,[0.03514962 0.12457355 0.41284379 0.42743303],0.0027502247674227563
2,SMARTPHONE_W49,Overall,Overall,[0.87626536 0.12373464],0.003608771232909113
3,CONTROLGRPa_W49,Overall,Overall,[0.15544852 0.49820472 0.34634676],0.001778517041175469
4,FACE3a_W49,Overall,Overall,[0.0262486  0.18259037 0.400175   0.39098603],0.010236785711679694
5,PP6b_W49,Overall,Overall,[0.05735336 0.30356284 0.36808764 0.27099616],0.004702112001845509
6,FACE2a_W49,Overall,Overall,[0.24201377 0.61791717 0.12537535 0.01469372],0.012287471145746132
7,TALKCMNSNSINT_W49,Overall,Overall,[0.28063157 0.71936843],0.06536885092829585
8,DATAUSEc_W49,Overall,Overall,[0.59342888 0.40657112],0.18503226532764686
9,DNATEST_W49,Overall,Overall,[0.15671828 0.84328172],0.0031850685518935327
10,PP5c_W49,Overall,Overall,[0.02939154 0.17860875 0.46641196 0.32558776],0.0046973991775711675
11,PP5e_W49,Overall,Overall,[0.04011359 0.2060573  0.43333745 0.32049166],0.00494543071361966
12,PUBLICDATA_W49,Overall,Overall,[0.24041761 0.75958239],0.031282379933308437
13,HOMEASSIST5a_W49,Overall,Overall,[0.42231802 0.57768198],0.001388731201428991
14,PP1_W49,Overall,Overall,[0.25230939 0.32162093 0.24389167 0.15478651 0.02739151],0.0031574981016126553
15,BENEFITCO_W49,Overall,Overall,[0.0616126  0.29918609 0.63920131 0.        ],0.003960587203447074
16,POSNEGGOV_W49,Overall,Overall,[0.31817683 0.68182317],0.035705236445206553
17,RTBFc_W49,Overall,Overall,[0.57434559 0.42565441],0.024011192747996877
18,FACE4d_W49,Overall,Overall,[0.51836682 0.48163318],0.18451213776952197
19,RTDa_W49,Overall,Overall,[0.37166877 0.62833123],0.02725486323810431
20,PP4_W49,Overall,Overall,[0.12757959 0.5469755  0.29501227 0.03043264],0.0013986132150198816
21,PROFILE3_W49,Overall,Overall,[0.52825197 0.36975411 0.10199393],0.0722743211312206
22,CONCERNCO_W49,Overall,Overall,[0.36213872 0.43357789 0.16891887 0.03536451],0.0017378050850972411
23,CONTROLGRPf_W49,Overall,Overall,[0.1325641  0.49549937 0.37193654],0.004557110855800801
24,PP5d_W49,Overall,Overall,[0.03610782 0.27346126 0.47381897 0.21661194],0.005398999309452631
25,CONCERNGRPc_W49,Overall,Overall,[0.19307498 0.38866396 0.41826107],0.0063188820882964635
26,GOVREGV2_W49,Overall,Overall,[0.55182347 0.44817653],0.011758658310439877
27,PP2_W49,Overall,Overall,[0.09060647 0.13909256 0.39478305 0.37551792],0.005236719876993487
28,ANONYMOUS1GOV_W49,Overall,Overall,[0.3659195 0.6340805],0.0070660242948074525
29,FACE4a_W49,Overall,Overall,[0.80184718 0.19815282],0.15273101320621693
30,FACE2b_W49,Overall,Overall,[0.18361974 0.55153019 0.21933611 0.04551396],0.013992838116907422
31,SECUR1_W49,Overall,Overall,[0.0620251  0.70016753 0.23780737],0.002151144701238925
32,LOYALTY_W49,Overall,Overall,[0.64788096 0.35211904],0.0021067724367024435
33,PP3_W49,Overall,Overall,[0.21997485 0.34891649 0.43110867],0.0021068750493616643
34,CONTROLGRPe_W49,Overall,Overall,[0.10038721 0.44065085 0.41099615 0.04796579],0.0018583828964620517
35,TRACKCO1a_W49,Overall,Overall,[0.41126715 0.31149718 0.18778399 0.04470429 0.04474739],0.005848768453563805
36,CONTROLCO_W49,Overall,Overall,[0.03408675 0.15189318 0.51036207 0.303658  ],0.002971522106684712
37,SOCMEDIAUSEc_W49,Overall,Overall,[0.22980733 0.77019267],0.017126078240342176
38,PRIVACYREG_W49,Overall,Overall,[0.03136144 0.33540808 0.49289881 0.14033167],0.0024012721956441566
39,TALKDISASNSINT_W49,Overall,Overall,[0.28701849 0.71298151],0.048498231661261576
40,PRIVACYNEWS1_W49,Overall,Overall,[0.10773363 0.46066749 0.33562805 0.09597082],0.0027115290583545836
41,HOMEASSIST4_W49,Overall,Overall,[0.18084685 0.38091997 0.31723018 0.121003  ],0.00792615879478885
42,FITTRACK_W49,Overall,Overall,[0.21488624 0.78511376],0.001835278312685805
43,DATAUSEb_W49,Overall,Overall,[0.64144403 0.35855597],0.24146658542615984
44,CONCERNGOV_W49,Overall,Overall,[0.25207041 0.39258795 0.25983808 0.09550355],0.0048158300164267195
45,HOMEASSIST2_W49,Overall,Overall,[0.14204719 0.402413   0.36029364 0.09524616],0.0
46,TRACKGOV1a_W49,Overall,Overall,[0.24142824 0.23502845 0.29785488 0.13787883 0.0878096 ],0.004976059543563434
47,SHARE1_W49,Overall,Overall,[0.51919059 0.48080941],0.005348932183703609
48,HOMEASSIST5b_W49,Overall,Overall,[0.33425248 0.66574752],0.007543932862786692
49,CONCERNGRPd_W49,Overall,Overall,[0.29578812 0.50416584 0.20004604],0.0021132035951773724
50,ANONYMOUS1CO_W49,Overall,Overall,[0.37742989 0.62257011],0.004795276292931716
51,PP5a_W49,Overall,Overall,[0.04873541 0.37348319 0.40540836 0.17237305],0.005504406330543371
52,POSNEGCO_W49,Overall,Overall,[0.17475375 0.82524625],0.019613685065854727
53,BENEFITGOV_W49,Overall,Overall,[0.06251017 0.29308183 0.644408   0.        ],0.01383489187743085
54,RTBFa_W49,Overall,Overall,[0.39829957 0.60170043],0.019264846476666292
55,TRACKGOV1b_W49,Overall,Overall,[0.10547021 0.13341354 0.3271137  0.2733052  0.16069736],0.004264842595837145
56,SOCMEDIAUSEd_W49,Overall,Overall,[0.29542929 0.70457071],0.016768453919696388
57,DATAUSEd_W49,Overall,Overall,[0.53845901 0.46154099],0.23294357101491067
58,DATAUSEa_W49,Overall,Overall,[0.61254017 0.38745983],0.1969340551339373
59,SOCMEDIAUSEa_W49,Overall,Overall,[0.72145536 0.27854464],0.0028422271612336928
60,PP6c_W49,Overall,Overall,[0.08171624 0.42339098 0.31463523 0.18025755],0.004774495180965302
61,FACE4b_W49,Overall,Overall,[0.42398499 0.57601501],0.17774047909106416
62,DATAUSEe_W49,Overall,Overall,[0.37177874 0.62822126],0.2814503269400688
63,HOMEIOT_W49,Overall,Overall,[0.19784471 0.80215529],0.004450434843910315
64,SOCMEDIAUSEb_W49,Overall,Overall,[0.38409603 0.61590397],0.011430254358651953
65,CONTROLGRPb_W49,Overall,Overall,[0.0944396  0.39269987 0.47935669 0.03350384],0.004127020917002639
66,DB1b_W49,Overall,Overall,[0.0801452  0.87899929 0.04085551],0.005606461051470258
67,RTDc_W49,Overall,Overall,[0.70739877 0.29260123],0.024225597629214446
68,CONCERNGRPa_W49,Overall,Overall,[0.25681347 0.35732079 0.38586573],0.0014151866952212034
69,FACE1_W49,Overall,Overall,[0.2503056  0.61648944 0.13320496],0.0027387670481017526
70,CONTROLGRPc_W49,Overall,Overall,[0.11565655 0.43559816 0.44874528],0.0028265193981982543
71,FACE3b_W49,Overall,Overall,[0.06026694 0.35835068 0.35016608 0.23121631],0.011030588380354941
72,CONTROLGRPd_W49,Overall,Overall,[0.18073275 0.54001262 0.27925463],0.005160670440269396
73,PWMAN2_W49,Overall,Overall,"[0.1781456  0.06751895 0.18676871 0.01516539 0.04739606 0.28425014
 0.03355183 0.13602124 0.05118208]",0.0052754534195657244
74,FACE2c_W49,Overall,Overall,[0.17706415 0.54639818 0.22861625 0.04792142],0.01895050963525619
75,CONCERNGRPb_W49,Overall,Overall,[0.39527815 0.44318196 0.16153989],0.0029269824012659053
76,HOMEASSIST1_W49,Overall,Overall,[0.24683328 0.75316672],0.0015803131044931243
77,DATAUSEf_W49,Overall,Overall,[0.33881729 0.66118271],0.2626737066182098
78,RTBFb_W49,Overall,Overall,[0.68267391 0.31732609],0.014870983452000356
79,DB1c_W49,Overall,Overall,[0.06092532 0.93907468],0.005246317473942454
80,FACE4c_W49,Overall,Overall,[0.21709331 0.78290669],0.19051256551753623
81,TRACKCO1b_W49,Overall,Overall,[0.117474   0.18988279 0.38118378 0.19699161 0.11446782],0.004493247207991698
82,RTDb_W49,Overall,Overall,[0.88479915 0.11520085],0.019879996830582926
83,HOMEASSIST3_W49,Overall,Overall,[0.19411835 0.34679314 0.45908852],0.00401561246216618
84,SMARTAPP_W49,Overall,Overall,[0.45198694 0.18206807 0.31162534 0.05431966],0.0035906628083912755
85,UNDERSTANDGOV_W49,Overall,Overall,[0.04298606 0.1744704  0.53131162 0.25123193],0.001866376337366869
86,CONCERNGRPe_W49,Overall,Overall,[0.0916613  0.33827345 0.57006524],0.0015667146273487273
87,PROFILE5_W49,Overall,Overall,[0.06976414 0.54595066 0.33437146 0.04991373],0.003053858950454546
88,ELECTFTGSNSINT_W49,Overall,Overall,[0.15505547 0.46070225 0.38424228],0.0067899211316339
89,PP6a_W49,Overall,Overall,[0.10477281 0.47263183 0.28693389 0.13566147],0.005908419699854848
90,RTBFd_W49,Overall,Overall,[0.86221541 0.13778459],0.014951375663533715
91,CONCERNGRPf_W49,Overall,Overall,[0.39915546 0.45608685 0.14475769],0.0016696393617204603
92,DB1a_W49,Overall,Overall,[0.21578582 0.78421418],0.006268978047771228
93,PP5b_W49,Overall,Overall,[0.05096665 0.29725121 0.40767107 0.24411107],0.0052968425450332386
94,PWMAN_W49,Overall,Overall,[0.19764261 0.80235739],0.0054645126040920936
95,RTDd_W49,Overall,Overall,[0.80238235 0.19761765],0.020641050577988367
96,FACE3c_W49,Overall,Overall,[0.20326405 0.45670613 0.20038341 0.1396464 ],0.009767520706127708
97,UNDERSTANDCO_W49,Overall,Overall,[0.06132037 0.3426358  0.48349832 0.11254551],0.006958755654506437
0,GOVREGV1_W49,CREGION,Midwest,[0.75035786 0.07939628 0.17024586],0.005801209633531077
1,GOVREGV1_W49,CREGION,Northeast,[0.79578429 0.0524246  0.15179111],0.02497132277037362
2,GOVREGV1_W49,CREGION,South,[0.7397595  0.09887622 0.16136428],0.01588149066524467
3,GOVREGV1_W49,CREGION,West,[0.76113657 0.0791159  0.15974753],0.00915523750028518
4,CONTROLGOV_W49,CREGION,Midwest,[0.03212748 0.11721984 0.43411251 0.41654018],0.003444821530645299
5,CONTROLGOV_W49,CREGION,Northeast,[0.03509156 0.13228095 0.47274069 0.3598868 ],0.00173819068293348
6,CONTROLGOV_W49,CREGION,South,[0.03372052 0.1388771  0.38214264 0.44525974],0.0037972424663270327
7,CONTROLGOV_W49,CREGION,West,[0.04002843 0.10299771 0.39738071 0.45959316],0.0012736833524341442
8,SMARTPHONE_W49,CREGION,Midwest,[0.85789216 0.14210784],0.004399000256997422
9,SMARTPHONE_W49,CREGION,Northeast,[0.89634278 0.10365722],0.0018934324251708994
10,SMARTPHONE_W49,CREGION,South,[0.87358036 0.12641964],0.005816424238816337
11,SMARTPHONE_W49,CREGION,West,[0.88155097 0.11844903],0.0006914112004310078
12,CONTROLGRPa_W49,CREGION,Midwest,[0.11049081 0.51482167 0.37468752],0.001865756342966693
13,CONTROLGRPa_W49,CREGION,Northeast,[0.12549558 0.46015058 0.41435384],0.0009137649212192676
14,CONTROLGRPa_W49,CREGION,South,[0.18408743 0.49082766 0.32508491],0.0018115855975573832
15,CONTROLGRPa_W49,CREGION,West,[0.17177011 0.52819261 0.30003728],0.0023695210689536708
16,FACE3a_W49,CREGION,Midwest,[0.02042405 0.17997444 0.43809946 0.36150205],0.005054496158794576
17,FACE3a_W49,CREGION,Northeast,[0.0162318  0.18185868 0.3798262  0.42208331],0.013507640898598915
18,FACE3a_W49,CREGION,South,[0.03062115 0.19013749 0.41705339 0.36218796],0.01416573706377749
19,FACE3a_W49,CREGION,West,[0.03208283 0.17386517 0.35667203 0.43737997],0.006211112661914976
20,PP6b_W49,CREGION,Midwest,[0.0460476  0.31535864 0.38849796 0.2500958 ],0.001711927535193078
21,PP6b_W49,CREGION,Northeast,[0.07292402 0.2801063  0.3729554  0.27401428],0.005394960391030999
22,PP6b_W49,CREGION,South,[0.05181885 0.28430531 0.3728821  0.29099374],0.006524584269667694
23,PP6b_W49,CREGION,West,[0.06440419 0.3414888  0.33856515 0.25554186],0.003929865666559029
24,FACE2a_W49,CREGION,Midwest,[0.20277903 0.66465499 0.11946837 0.01309761],0.011553311785540123
25,FACE2a_W49,CREGION,Northeast,[0.25536437 0.59177173 0.13920976 0.01365414],0.017111127517322102
26,FACE2a_W49,CREGION,South,[0.23836113 0.6205304  0.12371512 0.01739335],0.013417186344661335
27,FACE2a_W49,CREGION,West,[0.27150986 0.59306349 0.1227191  0.01270755],0.0075580379146985175
28,TALKCMNSNSINT_W49,CREGION,Midwest,[0.23003674 0.76996326],0.05063220244897001
29,TALKCMNSNSINT_W49,CREGION,Northeast,[0.31792423 0.68207577],0.06282830818786303
30,TALKCMNSNSINT_W49,CREGION,South,[0.30966043 0.69033957],0.06364925761748853
31,TALKCMNSNSINT_W49,CREGION,West,[0.252543 0.747457],0.08369319039734298
32,DATAUSEc_W49,CREGION,Midwest,[0.60434005 0.39565995],0.18623356339994898
33,DATAUSEc_W49,CREGION,Northeast,[0.52757198 0.47242802],0.2294195464823226
34,DATAUSEc_W49,CREGION,South,[0.61215227 0.38784773],0.15758042288081156
35,DATAUSEc_W49,CREGION,West,[0.60026924 0.39973076],0.19434908379369997
36,DNATEST_W49,CREGION,Midwest,[0.14106023 0.85893977],0.0026635865776537034
37,DNATEST_W49,CREGION,Northeast,[0.14736103 0.85263897],0.0031820051482939656
38,DNATEST_W49,CREGION,South,[0.15349422 0.84650578],0.005134682397338889
39,DNATEST_W49,CREGION,West,[0.18283817 0.81716183],0.0005431996520233749
40,PP5c_W49,CREGION,Midwest,[0.02498715 0.15914702 0.48382283 0.332043  ],0.005676631124968032
41,PP5c_W49,CREGION,Northeast,[0.03692541 0.15509477 0.47599526 0.33198456],0.0
42,PP5c_W49,CREGION,South,[0.03129892 0.20399592 0.45413527 0.31056988],0.0073847457391102884
43,PP5c_W49,CREGION,West,[0.02452153 0.17352863 0.46313385 0.338816  ],0.003116328485015402
44,PP5e_W49,CREGION,Midwest,[0.03142672 0.21311971 0.43389779 0.32155578],0.006694661389420364
45,PP5e_W49,CREGION,Northeast,[0.03101098 0.20011252 0.44064465 0.32823185],0.001347903304957433
46,PP5e_W49,CREGION,South,[0.05432728 0.22550151 0.4154391  0.30473211],0.005751389212656663
47,PP5e_W49,CREGION,West,[0.03213963 0.17335425 0.45576831 0.33873781],0.004841728225240647
48,PUBLICDATA_W49,CREGION,Midwest,[0.22749559 0.77250441],0.02805338535357314
49,PUBLICDATA_W49,CREGION,Northeast,[0.27338914 0.72661086],0.027608965464071596
50,PUBLICDATA_W49,CREGION,South,[0.23716486 0.76283514],0.033786469895189755
51,PUBLICDATA_W49,CREGION,West,[0.23192577 0.76807423],0.03295845476466322
52,HOMEASSIST5a_W49,CREGION,Midwest,[0.40862771 0.59137229],0.0
53,HOMEASSIST5a_W49,CREGION,Northeast,[0.41440288 0.58559712],0.0018189431165138539
54,HOMEASSIST5a_W49,CREGION,South,[0.41318786 0.58681214],0.0026405177393485813
55,HOMEASSIST5a_W49,CREGION,West,[0.45881678 0.54118322],0.0
56,PP1_W49,CREGION,Midwest,[0.22129849 0.33465472 0.24783765 0.16821675 0.02799239],0.0005421408777148597
57,PP1_W49,CREGION,Northeast,[0.27337207 0.3399973  0.23841541 0.12142807 0.02678715],0.005728336971229574
58,PP1_W49,CREGION,South,[0.26182699 0.296034   0.24728015 0.16590971 0.02894915],0.004049199730146529
