,qkey,attribute,group,D_H,R_H
0,RACESURV1c_W43,Overall,Overall,[0.29379001 0.18127344 0.52493655],0.002341980990855502
1,RACESURV28g_W43,Overall,Overall,[0.33771005 0.02639164 0.6358983 ],0.01326409954418338
2,RACESURV4_W43,Overall,Overall,[0.6476346  0.12369627 0.22866913],0.0062784996172876445
3,RACESURV48_W43,Overall,Overall,[0.49449106 0.26391414 0.11855508 0.12303971],0.014890712392528241
4,RACESURV1b_W43,Overall,Overall,[0.31169136 0.27143854 0.4168701 ],0.0062733498695618254
5,RACESURV34d_W43,Overall,Overall,[0.62726583 0.18380002 0.03408974 0.02135219 0.13349222],0.007397132277493619
6,RACESURV29d_W43,Overall,Overall,[0.13326126 0.36422858 0.372295   0.13021516],0.006511267420147978
7,RACESURV28f_W43,Overall,Overall,[0.35745498 0.03451157 0.60803345],0.01410639936814042
8,RACESURV5d_W43,Overall,Overall,[0.0819507  0.26287623 0.18070761 0.03397574 0.44048973],0.010640722610205844
9,RACESURV28a_W43,Overall,Overall,[0.52346827 0.06399148 0.41254025],0.015261808723211074
10,RACESURV10_W43,Overall,Overall,[0.4117719 0.5882281],0.014786216541660551
11,RACATTN_W43,Overall,Overall,[0.41146568 0.37887766 0.20965666],0.011178075821551605
12,RACESURV50_W43,Overall,Overall,[0.4379436 0.5620564],0.03515357742450196
13,RACESURV28d_W43,Overall,Overall,[0.6741583 0.0263189 0.2995228],0.009521361817701177
14,RACESURV28e_W43,Overall,Overall,[0.65804863 0.03489618 0.3070552 ],0.01463823384551837
15,ADMISSIONe_W43,Overall,Overall,[0.21435012 0.48626069 0.29938919],0.0048065942298653516
16,RACESURV53b_W43,Overall,Overall,[0.33782312 0.66217688],0.013181510614892995
17,RACESURV37_W43,Overall,Overall,[0.60788378 0.39211622],0.007844415169779946
18,RACESURV45_W43,Overall,Overall,[0.05388793 0.39463107 0.55148099 0.        ],0.27184406787786114
19,RACESURV5h_W43,Overall,Overall,[0.10864044 0.19533539 0.10162108 0.05152286 0.54288022],0.010029063049532275
20,ADMISSIONc_W43,Overall,Overall,[0.07653723 0.239826   0.68363677],0.004791354681439851
21,RACESURV1d_W43,Overall,Overall,[0.27597392 0.38146942 0.34255666],0.002779765408619775
22,RACESURV5f_W43,Overall,Overall,[0.08407197 0.15467009 0.16458776 0.04082341 0.55584677],0.011495573758294238
23,RACESURV19c_W43,Overall,Overall,[0.48167782 0.27426125 0.24406093],0.007441409682677771
24,RACESURV29b_W43,Overall,Overall,[0.29110666 0.42575664 0.22939004 0.05374666],0.005608400339915484
25,RACESURV47a_W43,Overall,Overall,[0.28501137 0.30227691 0.14855075 0.26416097],0.20690648541234244
26,RACESURV27_W43,Overall,Overall,[0.07126401 0.26314043 0.34972274 0.31587283],0.0149560302974764
27,RACESURV5b_W43,Overall,Overall,[0.07324903 0.10119349 0.30753475 0.25627837 0.26174437],0.008952411275128889
28,RACESURV18a_W43,Overall,Overall,[0.08452254 0.55023494 0.30429793 0.06094459],0.13001964118272444
29,RACESURV28c_W43,Overall,Overall,[0.45821053 0.03179837 0.5099911 ],0.023088494866171237
30,RACESURV18d_W43,Overall,Overall,[0.19303274 0.68287495 0.1027675  0.0213248 ],0.1661262543638639
31,RACESURV51_W43,Overall,Overall,[0.24778404 0.0826101  0.66960586],0.017973496770372323
32,RACESURV47b_W43,Overall,Overall,[0.15081589 0.23640002 0.17059972 0.44218436],0.14464983249487295
33,RACESURV19b_W43,Overall,Overall,[0.30782068 0.27917605 0.41300327],0.011833025579047798
34,RACESURV14_W43,Overall,Overall,[0.15396628 0.13717899 0.13834164 0.57051309],0.017770998910887514
35,ADMISSIONg_W43,Overall,Overall,[0.67100468 0.26157594 0.06741938],0.004317488792408419
36,RACESURV52_W43,Overall,Overall,[0.1108669  0.1787847  0.24099078 0.46935762],0.007847767002927027
37,RACESURV34a_W43,Overall,Overall,[0.14466566 0.23954241 0.10767018 0.04410164 0.46402012],0.01052609910613594
38,ADMISSIONa_W43,Overall,Overall,[0.07440558 0.19539519 0.73019924],0.004280305206541292
39,RACESURV34c_W43,Overall,Overall,[0.1488977  0.19277495 0.19286776 0.1457442  0.31971539],0.008118312292862378
40,RACESURV7_W43,Overall,Overall,[0.14313062 0.38162027 0.34676133 0.12848778],0.003872498704943976
41,RACESURV5i_W43,Overall,Overall,[0.38008943 0.279293   0.07080187 0.02652828 0.24328742],0.006813233322051485
42,RACESURV6_W43,Overall,Overall,[0.42734518 0.57265482],0.011600641568787018
43,RACESURV5e_W43,Overall,Overall,[0.0721861  0.16483028 0.22660114 0.16057286 0.37580961],0.010774230248687455
44,RACESURV53e_W43,Overall,Overall,[0.42812805 0.57187195],0.011673041353946012
45,RACESURV41_W43,Overall,Overall,[0.07291331 0.52178537 0.40530132 0.        ],0.1611667280610489
46,RACESURV1a_W43,Overall,Overall,[0.236779   0.29308062 0.47014038],0.003336008159863092
47,RACESURV47d_W43,Overall,Overall,[0.22198081 0.37842605 0.23482253 0.16477061],0.146412777594307
48,RACESURV9_W43,Overall,Overall,[0.13778196 0.42524495 0.11559319 0.02675039 0.29462951],0.0036673432452488277
49,RACESURV22_W43,Overall,Overall,[0.03733522 0.13468635 0.21292904 0.6150494 ],0.0054199005670210075
50,ADMISSIONd_W43,Overall,Overall,[0.08291544 0.34271612 0.57436844],0.004926862758402403
51,RACESURV53g_W43,Overall,Overall,[0.3771935 0.6228065],0.014232507896918545
52,RACESURV5a_W43,Overall,Overall,[0.38053891 0.21495831 0.07491087 0.04221742 0.28737449],0.009057161609255805
53,RACESURV26_W43,Overall,Overall,[0.12375229 0.34396143 0.29561364 0.23667264],0.01347003238147443
54,RACESURV16_W43,Overall,Overall,[0.44511943 0.55488057],0.016982575483886958
55,RACESURV47c_W43,Overall,Overall,[0.02783595 0.06864851 0.14096546 0.76255008],0.08850232693424426
56,RACESURV34e_W43,Overall,Overall,[0.23673889 0.36758437 0.04649262 0.02158027 0.32760384],0.01132250348474288
57,ADMISSIONh_W43,Overall,Overall,[0.2053997  0.26639216 0.52820814],0.004037743337880628
58,RACESURV18f_W43,Overall,Overall,[0.11166959 0.62035273 0.23115502 0.03682266],0.42967044667177356
59,RACESURV13_W43,Overall,Overall,[0.18607971 0.45959247 0.28051676 0.07381106],0.0023590699207330073
60,RACESURV29c_W43,Overall,Overall,[0.2978779  0.41964952 0.21540487 0.06706771],0.00557789299447325
61,RACESURV17_W43,Overall,Overall,[0.31696504 0.32356257 0.19426946 0.16520293],0.011782556069088452
62,RACESURV19f_W43,Overall,Overall,[0.50121335 0.32656569 0.17222096],0.011077577110679955
63,RACESURV29a_W43,Overall,Overall,[0.71609243 0.20805686 0.05330643 0.02254427],0.00678020895187932
64,ADMISSIONf_W43,Overall,Overall,[0.4691772  0.41731182 0.11351098],0.007205024677689392
65,IDIMPORT_W43,Overall,Overall,[0.16206683 0.15651343 0.18677326 0.14719626 0.34745022],0.009648396156690477
66,RACESURV19a_W43,Overall,Overall,[0.44030847 0.34075676 0.21893477],0.009255409535773914
67,ADMISSIONb_W43,Overall,Overall,[0.04637602 0.13912332 0.81450066],0.00552511460051511
68,RACESURV21_W43,Overall,Overall,[0.07360845 0.15311789 0.17805466 0.595219  ],0.006012029955118342
69,RACESURV49_W43,Overall,Overall,[0.24281389 0.75718611],0.026115697373829634
70,RACESURV8_W43,Overall,Overall,[0.36807846 0.35838385 0.22203581 0.05150188],0.004528750305334148
71,RACESURV28b_W43,Overall,Overall,[0.45181989 0.0230368  0.52514331],0.012625733139647873
72,RACESURV40_W43,Overall,Overall,[0.10362589 0.70648696 0.18988715 0.        ],0.11552155978670228
73,RACESURV2_W43,Overall,Overall,[0.56816149 0.19590539 0.05301385 0.01412683 0.16879244],0.0024245016832648864
74,RACESURV47f_W43,Overall,Overall,[0.17220081 0.21656036 0.18560023 0.4256386 ],0.13033350544307423
75,RACESURV53d_W43,Overall,Overall,[0.2517982 0.7482018],0.011574536607328515
76,RACESURV47e_W43,Overall,Overall,[0.30898866 0.37064128 0.17045478 0.14991528],0.14309188756361263
77,RACESURV3_W43,Overall,Overall,[0.06873202 0.47514121 0.45612677],0.004941070247120154
78,RACESURV19e_W43,Overall,Overall,[0.41892584 0.30829871 0.27277545],0.010516388160532263
79,RACESURV15b_W43,Overall,Overall,[0.45478324 0.2360349  0.30918186],0.011532897411423215
80,RACESURV19d_W43,Overall,Overall,[0.42733021 0.34164897 0.23102081],0.007784271771533341
81,RACESURV12_W43,Overall,Overall,[0.15342446 0.45458755 0.39198799],0.01465444197380924
82,RACESURV5l_W43,Overall,Overall,[0.78791549 0.10667126 0.01770345 0.01880958 0.06890022],0.005825686040132805
83,RACESURV25_W43,Overall,Overall,[0.14330883 0.34203985 0.28434193 0.23030939],0.012936992183779415
84,RACESURV53a_W43,Overall,Overall,[0.15802663 0.84197337],0.011244326615419352
85,RACESURV15a_W43,Overall,Overall,[0.65667283 0.0539336  0.28939357],0.011773325164421514
86,RACESURV18b_W43,Overall,Overall,[0.10739026 0.54415592 0.2912722  0.05718162],0.27561065123710066
87,RACESURV18c_W43,Overall,Overall,[0.05285291 0.45730839 0.39398637 0.09585234],0.08989143328186014
88,RACESURV53f_W43,Overall,Overall,[0.37574502 0.62425498],0.012761897823239925
89,RACESURV11_W43,Overall,Overall,[0.17384468 0.52971131 0.29644401],0.003504499383292059
90,RACESURV53c_W43,Overall,Overall,[0.35448948 0.64551052],0.012509796594913747
91,RACESURV5g_W43,Overall,Overall,[0.03440072 0.05395962 0.31957791 0.31499967 0.27706208],0.009961950275787022
92,RACESURV24_W43,Overall,Overall,[0.21209175 0.35479518 0.21761011 0.21550296],0.01134645877158936
93,RACESURV5k_W43,Overall,Overall,[0.02167397 0.02782696 0.20323413 0.66333762 0.08392733],0.0042698392346889776
94,RACESURV36_W43,Overall,Overall,[0.10199337 0.35796465 0.38621321 0.15382878],0.008697661266779887
95,RACESURV5j_W43,Overall,Overall,[0.07842491 0.15154917 0.41551767 0.09955119 0.25495704],0.0073492792339495015
