,qkey,attribute,group,D_H,R_H
0,CAREGIV2_W27,Overall,Overall,[0.10275812 0.49064607 0.29140272 0.11519309],0.0025273665800608367
1,ROBJOB1_W27,Overall,Overall,[0.2419499  0.61279171 0.14525838],0.0022204606499709317
2,WORK3A_W27,Overall,Overall,[0.27669054 0.14297889 0.58033057],0.00653627237425867
3,ROBJOB3A_W27,Overall,Overall,[0.05717492 0.26924722 0.47032542 0.20325245],0.003492852938242716
4,WORK5A_W27,Overall,Overall,[0.02424249 0.93809665 0.03766086],0.002674738742167105
5,WORK4C_W27,Overall,Overall,[0.46389549 0.13162595 0.40447856],0.0022747806849775774
6,WORK4A_W27,Overall,Overall,[0.38783772 0.29283539 0.31932688],0.0007548034053822422
7,CAREGIV6B_W27,Overall,Overall,[0.5200295 0.4799705],0.01187254054033459
8,CAREGIV6E_W27,Overall,Overall,[0.59575228 0.40424772],0.0053966248434373035
9,CARS1_W27,Overall,Overall,[0.3472463  0.59474744 0.05800625],0.0029618895490259706
10,HIRING7A_W27,Overall,Overall,[0.19685669 0.50780847 0.29533485],0.010346924132288268
11,WORK7_W27,Overall,Overall,[0.18077039 0.81922961],0.007579726650186749
12,PREDICTA_W27,Overall,Overall,[0.21055229 0.58273131 0.1841761  0.0225403 ],0.004466733956466877
13,VOICE5D_W27,Overall,Overall,[0.2267459  0.39182006 0.38143404],0.004288022122226661
14,HIRING2_W27,Overall,Overall,[0.11646636 0.47502886 0.28067611 0.12782867],0.0010968360456933264
15,ROBJOB8A_W27,Overall,Overall,[0.15179587 0.38058879 0.34900388 0.11861146],0.007240797253323507
16,ROBJOB4E_W27,Overall,Overall,[0.24771333 0.75228667],0.0074401861211053025
17,CAREGIV1_W27,Overall,Overall,[0.05678152 0.29256596 0.65065252],0.0011949762570261748
18,WORK3C_W27,Overall,Overall,[0.6009972  0.16254538 0.23645742],0.005861756261863363
19,CARS9A_W27,Overall,Overall,[0.46836865 0.36280527 0.11777945 0.05104663],0.004345596093591184
20,CARS7B_W27,Overall,Overall,[0.08461798 0.26189997 0.33316045 0.32032161],0.0019091098110537484
21,CARS3A_W27,Overall,Overall,[0.11468049 0.28320657 0.38469291 0.21742003],0.002683141622773169
22,WORK4B_W27,Overall,Overall,[0.53476069 0.12289612 0.34234319],0.0043641804547760185
23,CARS9B_W27,Overall,Overall,[0.34003937 0.34824107 0.2443725  0.06734706],0.003758249590501771
24,ROBJOB5C_W27,Overall,Overall,[0.21665554 0.40942796 0.24462223 0.12929427],0.00761404317888636
25,HIRING1_W27,Overall,Overall,[0.08808286 0.33687231 0.57504484],0.0022834535749321565
26,CARS7A_W27,Overall,Overall,[0.11075085 0.37096843 0.35053125 0.16774948],0.0023601028961350535
27,CAREREL_W27,Overall,Overall,[0.40206246 0.27854128 0.12403894 0.10711844 0.08823887],0.0026000537843705847
28,PREDICTC_W27,Overall,Overall,[0.11881897 0.53483814 0.30801619 0.0383267 ],0.0022170148205546414
29,CARS10C_W27,Overall,Overall,[0.43735156 0.56264844],0.006066733920868317
30,DRONE4C_W27,Overall,Overall,[0.3545932  0.32175889 0.32364791],0.007576421331455617
31,WORK3B_W27,Overall,Overall,[0.70614325 0.04685514 0.24700161],0.006106876636644315
32,CAREGIV3B_W27,Overall,Overall,[0.14157761 0.33194709 0.42874452 0.09773079],0.0032041897338456675
33,WORK3F_W27,Overall,Overall,[0.47949134 0.11940249 0.40110617],0.0025039757865036767
34,PREDICTD_W27,Overall,Overall,[0.06893543 0.36449297 0.49939635 0.06717526],0.002831861550246606
35,WORK2_W27,Overall,Overall,[0.18721024 0.50166472 0.31112505],0.0031267951165907686
36,HIRING6A_W27,Overall,Overall,[0.24833536 0.42571457 0.32595008],0.008158088747235597
37,CARS9C_W27,Overall,Overall,[0.53203674 0.3386705  0.09810964 0.03118312],0.0031763253382698286
38,HIRING6B_W27,Overall,Overall,[0.12041075 0.6006601  0.27892915],0.006927513695786086
39,ROBJOB3B_W27,Overall,Overall,[0.24782202 0.47794103 0.23003517 0.04420178],0.0024077438548051645
40,DRONE2_W27,Overall,Overall,[0.59031263 0.40968737],0.004641002236127191
41,WORK3E_W27,Overall,Overall,[0.67504342 0.12541537 0.19954121],0.002083865247395942
42,CAREGIV6A_W27,Overall,Overall,[0.69912509 0.30087491],0.005893742577872664
43,CAREGIV6C_W27,Overall,Overall,[0.56694625 0.43305375],0.008727991033426375
44,DRONE4D_W27,Overall,Overall,[0.44020342 0.24770202 0.31209457],0.010011011927396759
45,VOICE3_W27,Overall,Overall,[0.26436556 0.73563444],0.006714566050376363
46,CARS10A_W27,Overall,Overall,[0.75078106 0.24921894],0.0022276277139717266
47,CAREGIV6D_W27,Overall,Overall,[0.64322176 0.35677824],0.011592192796067734
48,DRONE4A_W27,Overall,Overall,[0.11424095 0.54473466 0.34102438],0.005981452181646988
49,DRONE1_W27,Overall,Overall,[0.08494835 0.91505165],0.006018901444177463
50,CARS3B_W27,Overall,Overall,[0.14255533 0.39483831 0.35174057 0.1108658 ],0.0013501754332916674
51,CAREGIV7_W27,Overall,Overall,[0.48282376 0.19630686 0.32086939],0.0049646498267995895
52,PREDICTB_W27,Overall,Overall,[0.13474898 0.51790387 0.32301971 0.02432744],0.002436356294587036
53,INDUSTRY_W27,Overall,Overall,"[0.07368779 0.11960596 0.10545097 0.09663508 0.08896771 0.07277568
 0.03925448 0.07405415 0.07317606 0.21322376 0.04316836]",0.00022392297552873542
54,CAREGIV6F_W27,Overall,Overall,[0.43244788 0.56755212],0.01888898464199139
55,CARS10E_W27,Overall,Overall,[0.28030398 0.71969602],0.0029053201473055036
56,ROBJOB8G_W27,Overall,Overall,[0.21659749 0.43850292 0.27198831 0.07291129],0.004466140026406628
57,ROBJOB2_W27,Overall,Overall,[0.20605994 0.57414459 0.17139498 0.0484005 ],0.006980465270185253
58,VOICE5B_W27,Overall,Overall,[0.22397603 0.37589931 0.40012466],0.004774538340206845
59,CARS2_W27,Overall,Overall,[0.2237955  0.11710744 0.65909706],0.004645499523420797
60,CARS4_W27,Overall,Overall,[0.08876785 0.55883646 0.2281225  0.04642513 0.07784807],0.0022011718891600425
61,CAREGIV4_W27,Overall,Overall,[0.41164122 0.58835878],0.0041868872502866215
62,HIRING4_W27,Overall,Overall,[0.22625961 0.77374039],0.013609480564424202
63,HIRING3A_W27,Overall,Overall,[0.03082122 0.19305775 0.49633421 0.27978682],0.006344068030750628
64,ROBJOB8E_W27,Overall,Overall,[0.38545282 0.38762637 0.16702788 0.05989294],0.004139071383100495
65,VOICE4_W27,Overall,Overall,[0.40018166 0.43424761 0.16557074],0.03574528662727612
66,DRONE4E_W27,Overall,Overall,[0.24002748 0.44849362 0.31147889],0.006008904080407301
67,VOICE1_W27,Overall,Overall,[0.46420636 0.53579364],0.0006746388274929483
68,VOICE5A_W27,Overall,Overall,[0.5548236  0.28357261 0.16160379],0.013362319871105116
69,HIRING3B_W27,Overall,Overall,[0.2128096  0.46165317 0.25461166 0.07092557],0.006763696602865872
70,HIRING6D_W27,Overall,Overall,[0.12700405 0.58938104 0.28361491],0.010469719199837576
71,ROBJOB4A_W27,Overall,Overall,[0.77127936 0.22872064],0.008310056633901138
72,DRONE4B_W27,Overall,Overall,[0.20331662 0.53661937 0.26006401],0.006092934287185281
73,WORK6_W27,Overall,Overall,[0.04746358 0.91439249 0.03814393],0.00778756804792571
74,HIRING6C_W27,Overall,Overall,[0.27306363 0.41873358 0.30820279],0.007881262418860996
75,ROBJOB6_W27,Overall,Overall,[0.50478014 0.49521986],0.01487679545749173
76,ROBJOB9_W27,Overall,Overall,[0.06598292 0.23219228 0.40264872 0.29917608],0.00024194702783580634
77,ROBJOB4B_W27,Overall,Overall,[0.63970231 0.36029769],0.0037775062352199853
78,ROBJOB8D_W27,Overall,Overall,[0.09946754 0.3177224  0.38934478 0.19346528],0.0031928558394165737
79,CAREGIV3A_W27,Overall,Overall,[0.09184176 0.34954965 0.37908467 0.17952392],0.003130851070580226
80,ROBJOB4D_W27,Overall,Overall,[0.43371106 0.56628894],0.008142388260116906
81,HIRING7B_W27,Overall,Overall,[0.57365213 0.17500711 0.25134076],0.009076570537385599
82,WORK3D_W27,Overall,Overall,[0.54648098 0.08851071 0.3650083 ],0.01127432578384899
83,CARS10D_W27,Overall,Overall,[0.69774256 0.30225744],0.001991336826927134
84,CARS8_W27,Overall,Overall,[0.30123797 0.39174082 0.3070212 ],0.004877985746875412
85,ROBJOB5B_W27,Overall,Overall,[0.46980414 0.38545845 0.11333202 0.03140539],0.004869371814205508
86,ROBJOB8F_W27,Overall,Overall,[0.1013792  0.26119981 0.38050612 0.25691486],0.005693188333781114
87,ROBJOB7_W27,Overall,Overall,[0.41455017 0.58544983],0.013411064654071944
88,VOICE5C_W27,Overall,Overall,[0.13803904 0.20193824 0.66002272],0.012701664949485245
89,CARS10B_W27,Overall,Overall,[0.80930484 0.19069516],0.002705031496885098
90,ROBJOB4C_W27,Overall,Overall,[0.42636684 0.57363316],0.006495693625140453
91,ROBJOB4F_W27,Overall,Overall,[0.40474006 0.59525994],0.007911541002413161
92,ROBJOB5D_W27,Overall,Overall,[0.21217212 0.37296511 0.29290205 0.12196072],0.012307353170385414
93,CARS5_W27,Overall,Overall,[0.43831737 0.56168263],0.0029287908683647192
94,ROBJOB8C_W27,Overall,Overall,[0.0383529  0.16308843 0.46107675 0.33748191],0.005151778338988574
95,ROBJOB8B_W27,Overall,Overall,[0.13257839 0.36663752 0.37760901 0.12317508],0.006792395438734718
0,CAREGIV2_W27,CREGION,Midwest,[0.07969452 0.43822875 0.32844597 0.15363077],0.0005203821829223161
1,CAREGIV2_W27,CREGION,Northeast,[0.10324655 0.51002728 0.29198303 0.09474314],0.0034812582736444167
2,CAREGIV2_W27,CREGION,South,[0.12781369 0.48287028 0.26750473 0.1218113 ],0.004709681747247696
3,CAREGIV2_W27,CREGION,West,[0.08293055 0.53867378 0.29462561 0.08377006],0.0
4,ROBJOB1_W27,CREGION,Midwest,[0.22165424 0.64903164 0.12931412],0.00376950190933212
5,ROBJOB1_W27,CREGION,Northeast,[0.26396409 0.59339956 0.14263635],0.0023474780686406137
6,ROBJOB1_W27,CREGION,South,[0.23251759 0.59324729 0.17423513],0.0016617445060696109
7,ROBJOB1_W27,CREGION,West,[0.25759626 0.62593349 0.11647026],0.0015703757275097225
8,WORK3A_W27,CREGION,Midwest,[0.24557527 0.1583022  0.59612253],0.001286097723044636
9,WORK3A_W27,CREGION,Northeast,[0.30400165 0.14828725 0.5477111 ],0.001776706193752443
10,WORK3A_W27,CREGION,South,[0.27050108 0.13388561 0.5956133 ],0.01163449740872634
11,WORK3A_W27,CREGION,West,[0.29167142 0.13818917 0.57013941],0.007569960221238031
12,ROBJOB3A_W27,CREGION,Midwest,[0.03666137 0.25091004 0.47444112 0.23798747],0.0014895393062967568
13,ROBJOB3A_W27,CREGION,Northeast,[0.06563152 0.27046537 0.46424167 0.19966144],0.003517379326107834
14,ROBJOB3A_W27,CREGION,South,[0.06677404 0.26848011 0.45220504 0.2125408 ],0.0025770919942456182
15,ROBJOB3A_W27,CREGION,West,[0.05412647 0.28643352 0.50006951 0.1593705 ],0.006756346672890966
16,WORK5A_W27,CREGION,Midwest,[0.02280373 0.91906149 0.05813478],0.0006813566799613078
17,WORK5A_W27,CREGION,Northeast,[0.04440829 0.94455858 0.01103313],0.0014994178879157286
18,WORK5A_W27,CREGION,South,[0.01964238 0.93779076 0.04256686],0.0010264734533305345
19,WORK5A_W27,CREGION,West,[0.01641692 0.95096026 0.03262282],0.008052608859874473
20,WORK4C_W27,CREGION,Midwest,[0.43573581 0.12557407 0.43869013],0.0
21,WORK4C_W27,CREGION,Northeast,[0.47175045 0.14453492 0.38371462],0.0023434652727282995
22,WORK4C_W27,CREGION,South,[0.46146638 0.12888653 0.40964709],0.005138008805711504
23,WORK4C_W27,CREGION,West,[0.4865227  0.13060865 0.38286865],0.0
24,WORK4A_W27,CREGION,Midwest,[0.38391806 0.25284023 0.36324171],0.0
25,WORK4A_W27,CREGION,Northeast,[0.4187981 0.3063458 0.2748561],0.0018709083772657155
26,WORK4A_W27,CREGION,South,[0.37453635 0.3030624  0.32240125],0.0005531744329980356
27,WORK4A_W27,CREGION,West,[0.38589871 0.3026716  0.3114297 ],0.0008231597692420242
28,CAREGIV6B_W27,CREGION,Midwest,[0.5321554 0.4678446],0.013551285973644094
29,CAREGIV6B_W27,CREGION,Northeast,[0.5731214 0.4268786],0.022233485045134855
30,CAREGIV6B_W27,CREGION,South,[0.4716441 0.5283559],0.008790947832307397
31,CAREGIV6B_W27,CREGION,West,[0.54481522 0.45518478],0.006529749112412507
32,CAREGIV6E_W27,CREGION,Midwest,[0.57903097 0.42096903],0.0032975947617874873
33,CAREGIV6E_W27,CREGION,Northeast,[0.60901261 0.39098739],0.01703755543544049
34,CAREGIV6E_W27,CREGION,South,[0.57189827 0.42810173],0.0030371993082859176
35,CAREGIV6E_W27,CREGION,West,[0.6411651 0.3588349],0.0014530735505912792
36,CARS1_W27,CREGION,Midwest,[0.32477636 0.60608147 0.06914217],0.00014477906303674893
37,CARS1_W27,CREGION,Northeast,[0.40567315 0.55416323 0.04016362],0.0025934035595493224
38,CARS1_W27,CREGION,South,[0.30396421 0.62281437 0.07322143],0.006684794271116594
39,CARS1_W27,CREGION,West,[0.3883087  0.57327698 0.03841432],0.0
40,HIRING7A_W27,CREGION,Midwest,[0.24334036 0.45970674 0.2969529 ],0.0005036821215777957
41,HIRING7A_W27,CREGION,Northeast,[0.13740943 0.6389034  0.22368717],0.020565400839788223
42,HIRING7A_W27,CREGION,South,[0.21091652 0.46305536 0.32602812],0.004358197142444129
43,HIRING7A_W27,CREGION,West,[0.1804819  0.51649826 0.30301984],0.019817374551664043
44,WORK7_W27,CREGION,Midwest,[0.22839201 0.77160799],0.0022902482416122605
45,WORK7_W27,CREGION,Northeast,[0.19105257 0.80894743],0.010852584640507283
46,WORK7_W27,CREGION,South,[0.15237235 0.84762765],0.0041081990500602735
47,WORK7_W27,CREGION,West,[0.17315243 0.82684757],0.01525427909253168
48,PREDICTA_W27,CREGION,Midwest,[0.22935846 0.58055211 0.17781164 0.01227779],0.001392977947510052
49,PREDICTA_W27,CREGION,Northeast,[0.22206991 0.58492921 0.17228411 0.02071677],0.010322160513829592
50,PREDICTA_W27,CREGION,South,[0.21132643 0.58653961 0.17263952 0.02949445],0.00376744421172092
51,PREDICTA_W27,CREGION,West,[0.18272169 0.5769864  0.21775008 0.02254182],0.003651833634042658
52,VOICE5D_W27,CREGION,Midwest,[0.24882811 0.37055507 0.38061682],0.0
53,VOICE5D_W27,CREGION,Northeast,[0.25905991 0.38330707 0.35763302],0.0
54,VOICE5D_W27,CREGION,South,[0.21034552 0.40916237 0.38049212],0.011290888545466756
55,VOICE5D_W27,CREGION,West,[0.20411506 0.39227119 0.40361375],0.0006067750845296629
56,HIRING2_W27,CREGION,Midwest,[0.10125779 0.49745622 0.27533914 0.12594685],0.0
57,HIRING2_W27,CREGION,Northeast,[0.07799251 0.46401216 0.29278613 0.1652092 ],0.0
58,HIRING2_W27,CREGION,South,[0.1522138  0.46673699 0.26521494 0.11583427],0.0002020522296067116
59,HIRING2_W27,CREGION,West,[0.10655114 0.47629423 0.29879908 0.11835555],0.0042024934503505605
60,ROBJOB8A_W27,CREGION,Midwest,[0.12869024 0.41235863 0.33833545 0.12061567],0.005111391413159918
61,ROBJOB8A_W27,CREGION,Northeast,[0.13648755 0.36798135 0.37115627 0.12437483],0.01757303660033372
62,ROBJOB8A_W27,CREGION,South,[0.17039854 0.36768859 0.3380233  0.12388957],0.0013893360884467067
63,ROBJOB8A_W27,CREGION,West,[0.15596989 0.3817984  0.35847723 0.10375448],0.010030443633528634
64,ROBJOB4E_W27,CREGION,Midwest,[0.22305466 0.77694534],0.0025440601160980317
65,ROBJOB4E_W27,CREGION,Northeast,[0.26703996 0.73296004],0.011977134825831372
66,ROBJOB4E_W27,CREGION,South,[0.24955467 0.75044533],0.008888207661462684
67,ROBJOB4E_W27,CREGION,West,[0.25203814 0.74796186],0.005994524699516338
68,CAREGIV1_W27,CREGION,Midwest,[0.03774058 0.27519803 0.6870614 ],0.0
69,CAREGIV1_W27,CREGION,Northeast,[0.074551   0.34881169 0.57663731],0.000777008509109505
70,CAREGIV1_W27,CREGION,South,[0.05435511 0.2712237  0.67442119],0.002812117996830826
71,CAREGIV1_W27,CREGION,West,[0.06435918 0.29733688 0.63830393],0.0
72,WORK3C_W27,CREGION,Midwest,[0.60099265 0.16214599 0.23686136],0.0004977237622653058
73,WORK3C_W27,CREGION,Northeast,[0.67031229 0.1303047  0.19938301],0.0017995468040044977
