,qkey,attribute,group,D_H,R_H
0,FAMSURV2Wb_W50,Overall,Overall,[0.29993563 0.5702082  0.12985618],0.007832439779855182
1,FAMSURV40_W50,Overall,Overall,[0.23690574 0.21088228 0.20757828 0.34463369],0.0020553313959439617
2,FAMSURV9b_W50,Overall,Overall,[0.62452924 0.30506867 0.04870325 0.02169884],0.0009975154300494588
3,FAMSURV2Wc_W50,Overall,Overall,[0.21875223 0.57163641 0.20961137],0.00865062330655879
4,HAVEKIDS1_W50,Overall,Overall,[0.29703293 0.23469337 0.22092827 0.24734544],0.0042127655862139205
5,FAMSURV38c_W50,Overall,Overall,[0.4723988  0.29885525 0.22874595],0.005076598264362989
6,FAMSURV2We_W50,Overall,Overall,[0.15234873 0.68795373 0.15969753],0.009204754400864254
7,FAMSURV28_W50,Overall,Overall,[0.92196751 0.07803249],0.003723138019628328
8,FAMSURV5a_W50,Overall,Overall,[0.07963515 0.38867985 0.531685  ],0.0033103606246491428
9,FAMSURV39_W50,Overall,Overall,[0.19806156 0.29955075 0.25265834 0.24972935],0.000541442445886039
10,DNA2b_W50,Overall,Overall,[0.36221883 0.63778117],0.0019752328910569985
11,FAMSURV6_W50,Overall,Overall,[0.33276389 0.32055564 0.19210537 0.15457511],0.0063491698384176695
12,SATLIFEd_W50,Overall,Overall,[0.29118664 0.45187578 0.16929206 0.08764551],0.0070213419875677155
13,FAMSURV16_W50,Overall,Overall,[0.44713368 0.20797998 0.34488634],0.0037568470230477657
14,FAMSURV36a_W50,Overall,Overall,[0.15835232 0.84164768],0.011700122095861146
15,FAMSURV10b_W50,Overall,Overall,[0.60666641 0.32365275 0.04265753 0.02702331],0.004925346203733628
16,DNA2c_W50,Overall,Overall,[0.35869363 0.64130637],0.0013394897707592025
17,ROMRELSER_W50,Overall,Overall,[0.61063795 0.2938919  0.06480675 0.0306634 ],0.002577511142690973
18,FAMSURV36b_W50,Overall,Overall,[0.16834282 0.83165718],0.012312416093971646
19,FAMSURV26a_W50,Overall,Overall,[0.04212426 0.13125068 0.18700243 0.63962264],0.00920758923749077
20,FAMSURV22d_W50,Overall,Overall,[0.31553999 0.23112823 0.45333179],0.002281896480799403
21,FAMSURV25_W50,Overall,Overall,[0.32237808 0.40268976 0.17035538 0.10457678],0.007154080231829051
22,ORIENTATIONMOD_W50,Overall,Overall,[0.02742764 0.91077604 0.04394402 0.01785229],0.02372022452460826
23,FAMSURV22e_W50,Overall,Overall,[0.13176287 0.27159774 0.59663938],0.0015945378540244627
24,FAMSURV32c_W50,Overall,Overall,[0.41529217 0.38919786 0.13463725 0.06087272],0.004164597653367152
25,FAMSURV22f_W50,Overall,Overall,[0.09775706 0.20691384 0.6953291 ],0.004239516353726311
26,MAR2_W50,Overall,Overall,[0.18385103 0.81614897],0.008142152852096166
27,FAMSURV27c_W50,Overall,Overall,[0.01361741 0.10046012 0.14303343 0.74288904],0.0
28,FAMSURV1_W50,Overall,Overall,[0.49893166 0.24867911 0.25238923],0.007954334967053
29,DNA3b_W50,Overall,Overall,[0.27410565 0.72589435],0.005472545152526644
30,FAMSURV5d_W50,Overall,Overall,[0.06950385 0.23224236 0.69825379],0.002781323637268631
31,REMARR_W50,Overall,Overall,[0.29549007 0.70450993],0.0012446135884582024
32,FAMSURV26b_W50,Overall,Overall,[0.06343334 0.19522662 0.17714275 0.56419729],0.005552187921405934
33,FAMSURV20_W50,Overall,Overall,[0.45539421 0.54460579],0.005165008428384009
34,FAMSURV32d_W50,Overall,Overall,[0.42239536 0.38035004 0.13483639 0.06241821],0.0023800263429909767
35,FAMSURV23b_W50,Overall,Overall,[0.60625114 0.26683067 0.12691818],0.0011069696360142946
