,qkey,attribute,group,D_H,R_H
0,WORRYRET_W29,Overall,Overall,[0.30154575 0.31993394 0.24200621 0.13651411],0.004153947123417579
1,BOYSF1B_W29,Overall,Overall,[0.10894839 0.59649871 0.29455291],0.010252804165589538
2,TRANSGEND2_W29,Overall,Overall,[0.36602247 0.63397753],0.005409655645633848
3,MAN1E_W29,Overall,Overall,[0.40544044 0.45094366 0.10662415 0.03699175],0.004202977344111284
4,MESUM2_FC_W29,Overall,Overall,[0.44734597 0.55265403],0.01887365887885075
5,HELPHURTC_W29,Overall,Overall,[0.30210474 0.10630783 0.59158743],0.008815456709883167
6,MESUM1_FF_W29,Overall,Overall,[0.64902573 0.35097427],0.010372561510308975
7,MESUM2_FE_W29,Overall,Overall,[0.56526628 0.43473372],0.02859065585571013
8,MESUM2_FA_W29,Overall,Overall,[0.5943124 0.4056876],0.01585534584040092
9,MESUM1_FD_W29,Overall,Overall,[0.4396899 0.5603101],0.014421730572076607
10,MASC1F1_W29,Overall,Overall,[0.53319431 0.07900325 0.38780244],0.006970005369448216
11,TRAITSB_W29,Overall,Overall,[0.14242025 0.61869988 0.2014307  0.03744917],0.008840961025585355
12,BOYSF1C_W29,Overall,Overall,[0.13935432 0.39517503 0.46547065],0.01101433551088704
13,BLOODPR_W29,Overall,Overall,[0.35839677 0.64160323],0.001992848564299503
14,MAN1C_W29,Overall,Overall,[0.09739431 0.36135084 0.35428115 0.1869737 ],0.0033436018606122072
15,FEM2AF2_W29,Overall,Overall,[0.83421511 0.16578489],0.018587749045698643
16,DIFF1B_W29,Overall,Overall,[0.23847558 0.76152442],0.009140801584571794
17,DIFF1A_W29,Overall,Overall,[0.31397947 0.68602053],0.007121116686626647
18,FEM2_W29,Overall,Overall,[0.31565029 0.53910712 0.12448668 0.02075591],0.0026441331116469685
19,HELPHURTE_W29,Overall,Overall,[0.23924097 0.18539291 0.57536612],0.00836064943899464
20,PARTICIPATEC_W29,Overall,Overall,[0.12961936 0.87038064],0.005940332327159233
21,S13_W29,Overall,Overall,[0.30760911 0.35929279 0.18744789 0.0522803  0.06233603 0.03103387],0.0028962354159380553
22,GIRLSF2D_W29,Overall,Overall,[0.07373837 0.41725072 0.50901091],0.008357559009203253
23,BOYSF1A_W29,Overall,Overall,[0.14630019 0.4135211  0.44017871],0.012096626229180217
24,HELPHURTA_W29,Overall,Overall,[0.14695873 0.21956523 0.63347604],0.01162714810532219
25,MAN1B_W29,Overall,Overall,[0.11045409 0.29315402 0.34061115 0.25578074],0.0059082182594359526
26,S12_W29,Overall,Overall,[0.55506148 0.22023593 0.09315536 0.02911338 0.04263539 0.05979847],0.0022308173214109508
27,HELPHURTB_W29,Overall,Overall,[0.30308834 0.05236122 0.64455043],0.007367436999014142
