,qkey,attribute,group,D_H,R_H
0,PROBURBAN_W32,Overall,Overall,[0.13684577 0.51676299 0.28469522 0.06169602],0.01064196078345025
1,HARASS4_W32,Overall,Overall,[0.43962373 0.56037627],0.006625904308779203
2,COMMIMPE_W32,Overall,Overall,[0.41969865 0.41227799 0.13179092 0.03623244],0.004042913371634468
3,SATLIFEB_W32,Overall,Overall,[0.27352879 0.46084352 0.18948701 0.07614068],0.003530617064771829
4,INCFUTURE_W32,Overall,Overall,[0.4429537 0.5570463],0.005799774577190159
5,NEIGHSAMEB_W32,Overall,Overall,[0.06881482 0.43357683 0.19211847 0.2387588  0.06673108],0.02146687114735743
6,IMMCOMM_W32,Overall,Overall,[0.30856513 0.39934341 0.29209146 0.        ],0.023228871752738207
7,FEDSHAREA_W32,Overall,Overall,[0.32714583 0.39665813 0.27619605],0.026331410316479884
8,SUBURBNEAR_W32,Overall,Overall,[0.40448594 0.46079315 0.13472091],0.0038181468007084615
9,LOCALPROBB_W32,Overall,Overall,[0.42392273 0.46025679 0.11582047],0.013244191480172392
10,HARASS1A_W32,Overall,Overall,[0.31802726 0.45867478 0.22329797],0.022332025962442575
11,VALUEURBAN_W32,Overall,Overall,[0.13120315 0.38733711 0.33885836 0.14260139],0.0166995737509433
12,MISINFG_W32,Overall,Overall,[0.3866011 0.6133989],0.03718495600758123
13,GROWUPNEAR_W32,Overall,Overall,[0.41927496 0.58072504],0.00366537434464698
14,NEIGHINTERB_W32,Overall,Overall,[0.01710461 0.07137634 0.07529275 0.09259605 0.24200044 0.50162982],0.0033194686573165943
15,COMMIMPB_W32,Overall,Overall,[0.60649323 0.23224563 0.08917834 0.0720828 ],0.003023262874466538
16,HARASS2F1_W32,Overall,Overall,[0.28536452 0.20285063 0.51178484],0.010255205529652353
17,COMATTACH_W32,Overall,Overall,[0.16161113 0.42977889 0.30051576 0.10809421],0.0013053653907688083
18,ABORTION_W32,Overall,Overall,[0.56610611 0.43389389],0.02747690965719278
19,HARASS1B_W32,Overall,Overall,[0.344269  0.3949141 0.2608169],0.01989671013990343
20,LOCALPROBL_F1_W32,Overall,Overall,[0.31009424 0.47741496 0.2124908 ],0.00619422582894152
21,LOCALPROBE_W32,Overall,Overall,[0.14555068 0.30382974 0.55061958],0.011072749344947138
22,WILLMOVE_W32,Overall,Overall,[0.25470553 0.30171209 0.26491179 0.17867059],0.010613705986140785
23,NEIGHSAMEC_W32,Overall,Overall,[0.01770565 0.21652989 0.29100291 0.34846666 0.12629489],0.048546640195159925
24,LOCALPROBF_W32,Overall,Overall,[0.29213897 0.34625126 0.36160977],0.010645493659760988
25,HARASS1D_W32,Overall,Overall,[0.4667397  0.34930188 0.18395841],0.01898731982169881
26,COMMIMPC_W32,Overall,Overall,[0.22489781 0.37356379 0.26700236 0.13453604],0.007161970996156948
27,PROBSUBURB_W32,Overall,Overall,[0.1483667  0.51684803 0.26786404 0.06692123],0.011782454865900968
28,GAYMARR2_W32,Overall,Overall,[0.32022382 0.25102119 0.18534524 0.24340975],0.022814517693637338
29,COMMYRS_W32,Overall,Overall,[0.06621629 0.25384337 0.14136131 0.19430022 0.34427881],0.0007259947293549316
30,COMMIMPG_W32,Overall,Overall,[0.26923148 0.52752652 0.16647003 0.03677197],0.003574147883568799
31,INC_W32,Overall,Overall,[0.37601459 0.62398541],0.004132307824553956
32,FAMNEAR_W32,Overall,Overall,[0.3565872  0.33364647 0.29677459 0.         0.01299174],0.0036989162195922255
33,ETHNCMAJ_W32,Overall,Overall,[0.24012759 0.167673   0.59219941],0.012736602636211685
34,LOCALPROBI_W32,Overall,Overall,[0.29617862 0.53140089 0.17242049],0.009559929803706513
35,LOCALPROBG_W32,Overall,Overall,[0.16267193 0.5076785  0.32964957],0.014097944176284575
36,NEIGHINTERC_W32,Overall,Overall,[0.01947823 0.06713684 0.08167665 0.09024716 0.18986447 0.55159665],0.005157576968767818
37,NEIGHKEYS_W32,Overall,Overall,[0.66349461 0.33650539],0.003025651044992163
38,MARRFAM2_W32,Overall,Overall,[0.4107965 0.5892035],0.027985781080996714
39,COMTYPE2_W32,Overall,Overall,[0.25526289 0.43630915 0.30842796],0.01458166749383352
40,IMMCULT2_W32,Overall,Overall,[0.46068092 0.53931908],0.025008299953962563
41,SOCTRUST2_W32,Overall,Overall,[0.56902093 0.43097907],0.0037729478649686466
42,LOCALPROBD_W32,Overall,Overall,[0.15851804 0.33371892 0.50776304],0.007205752463922084
43,SUCCESSIMPB_W32,Overall,Overall,[0.85286408 0.13875635 0.00837956],0.0032946698877922664
44,LOCALPROBC_W32,Overall,Overall,[0.0793251  0.22275257 0.69792233],0.006798248802940049
45,FEDSHAREB_W32,Overall,Overall,[0.28773171 0.30354981 0.40871848],0.030686975442793443
46,NEIGHKIDS_W32,Overall,Overall,[0.36855402 0.15694595 0.47450003],0.004452678208884766
47,CITYSIZE_W32,Overall,Overall,[0.42493699 0.35361776 0.22144525],0.0017674208893732814
48,COMMIMPH_W32,Overall,Overall,[0.11124606 0.25978208 0.35250495 0.2764669 ],0.003325532062276333
49,LOCALPROBK_W32,Overall,Overall,[0.21910383 0.36058666 0.42030951],0.015444953806007132
50,SUCCESSIMPD_W32,Overall,Overall,[0.75820375 0.2304961  0.01130015],0.004467871004748953
51,SATLIFEA_W32,Overall,Overall,[0.46339014 0.37830006 0.11170844 0.04660135],0.004247788915995266
52,LOCALPROBA_W32,Overall,Overall,[0.31497138 0.4517799  0.23324872],0.009431419064288887
53,SATLIFEE_W32,Overall,Overall,[0.27488089 0.51378883 0.16266352 0.04866676],0.0037900068610442917
54,NEIGHINTERA_W32,Overall,Overall,[0.05660813 0.1973794  0.24141406 0.2117037  0.25033431 0.04256039],0.004133317771935241
55,LOCALPROBM_F2_W32,Overall,Overall,[0.26151095 0.43098652 0.30750253],0.007499770587685571
56,GROWUPUSR_W32,Overall,Overall,[0.2542439  0.41074244 0.33501366],0.011829857635140323
57,SOCTRUST5_W32,Overall,Overall,[0.57341179 0.42658821],0.011403097900920933
58,HARASS1C_W32,Overall,Overall,[0.50380417 0.35779905 0.13839678],0.017305774701670874
59,HARASS3F2_W32,Overall,Overall,[0.1209063  0.51740001 0.36169369],0.013648580020043708
