,qkey,attribute,group,D_H,R_H
0,GAP21Q34_a_W82,Overall,Overall,[0.262039   0.33154956 0.17743608 0.22897536],0.007534433428604157
1,GAP21Q43_e_W82,Overall,Overall,[0.65705065 0.26911477 0.06121217 0.01262242],0.01817089233585567
2,GAP21Q33_b_W82,Overall,Overall,[0.75665025 0.22150813 0.02184161],0.0049675237340050015
3,GAP21Q35_W82,Overall,Overall,[0.54394909 0.45605091],0.013162251029087725
4,GAP21Q28_W82,Overall,Overall,[0.07319355 0.38487742 0.37162426 0.17030477],0.014190912645762733
5,GAP21Q33_e_W82,Overall,Overall,[0.42066342 0.49603899 0.08329759],0.011366585515236107
6,GAP21Q34_b_W82,Overall,Overall,[0.26434201 0.33952427 0.17343619 0.22269754],0.01229680966003989
7,GAP21Q33_r_W82,Overall,Overall,[0.28861056 0.54987443 0.16151501],0.016879768983188808
8,GAP21Q21_c_W82,Overall,Overall,[0.14851457 0.36740855 0.4535324  0.03054448],0.005929194974594763
9,GAP21Q19_d_W82,Overall,Overall,[0.19218439 0.45292555 0.25856318 0.09632688],0.03476285665756341
10,GAP21Q4_b_W82,Overall,Overall,[0.01291827 0.19911077 0.38376716 0.40420379],0.025036954151268314
11,GAP21Q8_W82,Overall,Overall,[0.27177736 0.45664259 0.25059661 0.02098344],0.0
12,GAP21Q36_W82,Overall,Overall,[0.65265182 0.34734818],0.022917311239146643
13,GAP21Q13_a_W82,Overall,Overall,[0.17579761 0.49599131 0.2719744  0.05623668],0.005357640819528327
14,GAP21Q26_b_W82,Overall,Overall,[0.04542496 0.49554426 0.3068869  0.15214388],0.05101832352364004
15,GAP21Q3_W82,Overall,Overall,[0.05364383 0.36377949 0.39350036 0.18907632],0.00750926228165725
16,GAP21Q38_c_W82,Overall,Overall,[0.33742617 0.32075135 0.20159132 0.14023116],0.014061671300120324
17,GAP21Q33_n_W82,Overall,Overall,[0.3881445  0.51954905 0.09230645],0.02029912777412809
18,GAP21Q26_a_W82,Overall,Overall,[0.08445746 0.39720916 0.36375943 0.15457395],0.020302620312005363
19,GAP21Q33_p_W82,Overall,Overall,[0.71456683 0.2636929  0.02174028],0.013297286133460732
20,GAP21Q33_f_W82,Overall,Overall,[0.19746522 0.58226308 0.2202717 ],0.012274524433422352
21,GAP21Q32_W82,Overall,Overall,[0.31159833 0.39482341 0.13346947 0.16010879],0.02384151200210174
22,GAP21Q19_e_W82,Overall,Overall,[0.09576982 0.50394009 0.29459214 0.10569795],0.03597027218694019
