,qkey,attribute,group,D_H,R_H
0,AVGFAM_W41,Overall,Overall,[0.20427332 0.35100444 0.44472224],0.0036267929018295444
1,HARASS5_W41,Overall,Overall,[0.13910126 0.36291393 0.49798481],0.0016444136567703373
2,GOVPRIOmF2_W41,Overall,Overall,[0.47843824 0.38501686 0.09260002 0.04394488],0.008442243326877402
3,SOLVPROBg_W41,Overall,Overall,[0.21618672 0.51304829 0.18972396 0.08104103],0.017599168246824972
4,HARASS1F1a_W41,Overall,Overall,[0.46441461 0.41135239 0.124233  ],0.0078061986253999275
5,ROBWRK2_W41,Overall,Overall,[0.06639791 0.2440584  0.40326098 0.28628271],0.002719431731726201
6,ROBWRK_W41,Overall,Overall,[0.29996384 0.52448358 0.1603405  0.01521207],0.0028058695247677296
7,GOVPRIOnF2_W41,Overall,Overall,[0.14538056 0.2919818  0.1793878  0.38324985],0.007951948739977224
8,HARASS1NOWRKF2c_W41,Overall,Overall,[0.69280225 0.26757194 0.03962581],0.002989413334507651
9,HAPPENd_W41,Overall,Overall,[0.34290534 0.65709466],0.09221361400536919
10,GOVPRIOd_W41,Overall,Overall,[0.33886735 0.47986393 0.15726177 0.02400695],0.002132153097310003
11,HAPPEN2f_W41,Overall,Overall,[0.12693096 0.53222363 0.28177131 0.0590741 ],0.009419197517411314
12,FUTRCLASSb_W41,Overall,Overall,[0.27672027 0.46089468 0.26238506],0.004396529766411071
13,NATDEBT_W41,Overall,Overall,[0.63394143 0.20720492 0.13965209 0.01920155],0.0028201730544824962
14,AGEMAJ_W41,Overall,Overall,[0.03955179 0.12913766 0.42635646 0.14216534 0.26278876],0.00933918761031924
15,HAPPENe_W41,Overall,Overall,[0.79326939 0.20673061],0.07714467163521316
16,ROBIMPACTb_W41,Overall,Overall,[0.33761569 0.66238431],0.009800242014084002
17,HARASS1NOWRKF2d_W41,Overall,Overall,[0.60231908 0.31519572 0.0824852 ],0.007317562531854462
18,HARASS1F1c_W41,Overall,Overall,[0.64045845 0.29930119 0.06024036],0.007019526068317559
19,HAPPENf_W41,Overall,Overall,[0.42373553 0.57626447],0.09276441384602004
20,FTRWORRYe_W41,Overall,Overall,[0.42567185 0.33959594 0.18772832 0.04700389],0.0006817327058254122
21,GOVPRIOjF1_W41,Overall,Overall,[0.39149374 0.36197155 0.16759207 0.07894264],0.0
22,SOLVPROBh_W41,Overall,Overall,[0.24076547 0.51029001 0.16301334 0.08593118],0.012782219618764908
23,GOVPRIOhF1_W41,Overall,Overall,[0.20240037 0.23007714 0.17217159 0.3953509 ],0.002718499287229309
24,FTRWORRYb_W41,Overall,Overall,[0.39904038 0.3739045  0.18921125 0.03784387],0.0036955036465206445
25,ROBIMPACTa_W41,Overall,Overall,[0.77243495 0.22756505],0.010762541162184128
26,FTRWORRYf_W41,Overall,Overall,[0.41530427 0.27964046 0.20589825 0.09915703],0.002772127547350865
27,GOVPRIOfF1_W41,Overall,Overall,[0.23408958 0.31979087 0.23135424 0.2147653 ],0.006405508721947622
28,GOVPRIOb_W41,Overall,Overall,[0.54017965 0.32956455 0.08187376 0.04838204],0.0028838889183098776
29,SOLVPROBc_W41,Overall,Overall,[0.149504   0.44654463 0.26206578 0.1418856 ],0.018298607344805727
30,FUTRCLASSa_W41,Overall,Overall,[0.3334318 0.2245351 0.4420331],0.004068209080237691
31,GOVPRIOkF2_W41,Overall,Overall,[0.22992101 0.39779192 0.20442218 0.16786489],0.007899654214579463
32,HAPPENb_W41,Overall,Overall,[0.37141743 0.62858257],0.08521495359616385
33,HAPPENhF1_W41,Overall,Overall,[0.37506426 0.62493574],0.08424536861147294
34,ELDCARE_W41,Overall,Overall,[0.27492369 0.72507631],0.007223569440426067
35,JOBSECURITY_W41,Overall,Overall,[0.13855843 0.49797661 0.36346497],0.008663550636348041
36,GOVPRIOlF2_W41,Overall,Overall,[0.17242617 0.39868216 0.31572684 0.11316483],0.004475703546645407
37,FUTR_K_W41,Overall,Overall,[0.09908418 0.46137989 0.43953593],0.010796754484490056
38,WRKTRN1F1_W41,Overall,Overall,[0.10854934 0.11065123 0.39150179 0.38929764],0.0011134304906452563
39,FTRWORRYc_W41,Overall,Overall,[0.49618137 0.37333172 0.10746532 0.02302158],0.006368454225329321
40,HAPPEN2e_W41,Overall,Overall,[0.30568244 0.56298113 0.10927094 0.02206549],0.0031327912498079835
41,SOLVPROBb_W41,Overall,Overall,[0.09228493 0.42115537 0.32668801 0.1598717 ],0.01527219872716911
42,HARASS3F1_W41,Overall,Overall,[0.13009662 0.54756515 0.32233823],0.007420271447062953
43,SOLVPROBeF2_W41,Overall,Overall,[0.11662168 0.5336582  0.27060367 0.07911645],0.018849320470251403
44,FUTR_ABR_W41,Overall,Overall,[0.21979154 0.56014708 0.16657457 0.05348681],0.015378877744562341
45,GOVPRIOiF1_W41,Overall,Overall,[0.35603215 0.51751724 0.11735123 0.00909939],0.0
46,HAPPENj_W41,Overall,Overall,[0.71263648 0.28736352],0.0946477981321568
47,AUTOWKPLC_W41,Overall,Overall,[0.22424065 0.48879069 0.28696866],0.009262806508496589
48,WRKTRN1F2_W41,Overall,Overall,[0.09673942 0.04631267 0.53539785 0.32155007],0.006276270588887045
49,HARASS1F1d_W41,Overall,Overall,[0.60016702 0.32149137 0.07834161],0.007477730140453657
50,HAPPEN2g_W41,Overall,Overall,[0.33730949 0.49743611 0.13356219 0.03169221],0.0033206623796419453
51,FTRWORRYd_W41,Overall,Overall,[0.47874101 0.39476734 0.10475095 0.0217407 ],0.0027037146120100037
52,GOVPRIOe_W41,Overall,Overall,[0.43729979 0.36556388 0.14245825 0.05467807],0.0035319942063856205
53,HAPPENa_W41,Overall,Overall,[0.41300534 0.58699466],0.08272623411378978
54,SOLVPROBdF1_W41,Overall,Overall,[0.07231068 0.36976152 0.36174898 0.19617883],0.009138593816122195
55,HAPPEN2a_W41,Overall,Overall,[0.11872573 0.48552052 0.35376426 0.04198949],0.008952071151483306
56,HAPPEN2h_W41,Overall,Overall,[0.06789222 0.3233767  0.51902441 0.08970666],0.009585870024899752
57,SSCUT_W41,Overall,Overall,[0.25256682 0.74743318],0.008350005272401314
58,FUTR_DIV_W41,Overall,Overall,[0.29223303 0.11722415 0.59054281],0.012493182338930752
59,ELDFINANCEF1_W41,Overall,Overall,[0.35578376 0.28149938 0.36271685],0.006980426549174454
60,ENVC_W41,Overall,Overall,[0.15858908 0.58866761 0.25274331],0.0028813178105444206
61,GOVPRIOa_W41,Overall,Overall,[0.49246479 0.41505779 0.08330522 0.0091722 ],0.0052076362286947375
62,ELDFINANCEF2_W41,Overall,Overall,[0.14716245 0.56529457 0.28754298],0.024553554059820203
63,HAPPENg_W41,Overall,Overall,[0.5430651 0.4569349],0.08824121677976719
64,OPTIMIST_W41,Overall,Overall,[0.11740465 0.43909561 0.3130534  0.13044635],0.0024288373944183444
65,JOBBENEFITS_W41,Overall,Overall,[0.2252037  0.41188593 0.36291038],0.006675119651360027
66,AUTOLKLY_W41,Overall,Overall,[0.1149896  0.25452948 0.38445618 0.24602473],0.004635370385469076
67,SOLVPROBa_W41,Overall,Overall,[0.43371077 0.44791824 0.0833135  0.03505749],0.017081613905500677
