,qkey,attribute,group,D_H,R_H
0,IMPREASONGUN_W26,Overall,Overall,[0.49927085 0.29788298 0.11926615 0.04246994 0.04111009],0.0028997965291260473
1,GUNLOCKED2_W26,Overall,Overall,[0.42986963 0.57013037],0.0
2,GUNRESPNOKIDSA_W26,Overall,Overall,[0.58513247 0.26845653 0.11727971 0.02913129],0.005309280619745433
3,GUNASSOCIATIONA_W26,Overall,Overall,[0.11726185 0.88273815],0.0008783519948834494
4,GUNACTIVITYB_W26,Overall,Overall,[0.05506222 0.22725511 0.24497072 0.47271196],0.00411370517293994
5,GUNSAFE2_W26,Overall,Overall,[0.28857914 0.19641235 0.51500851],0.0014362301052367383
6,GUN_W26,Overall,Overall,[0.30611022 0.69388978],0.008279288492991515
7,GUNRESPKIDSF_W26,Overall,Overall,[0.61792528 0.27232082 0.07851027 0.03124363],0.005618159334258046
8,WORRYA_W26,Overall,Overall,[0.19520973 0.54131148 0.2634788 ],0.00034050138543638615
9,GUNCONTRIBC_W26,Overall,Overall,[0.2550362  0.3031824  0.34531886 0.09646255],0.005327538789314876
10,WORRYD_W26,Overall,Overall,[0.33814359 0.40568232 0.25617409],0.0033815464747322986
11,NOCARRYGUN_W26,Overall,Overall,[0.61888992 0.38111008],0.0
12,GUNACTIVITYE_W26,Overall,Overall,[0.013349   0.08550244 0.14259265 0.75855591],0.00250730730072391
13,GUNRESPKIDSA_W26,Overall,Overall,[0.81815372 0.15281354 0.02403275 0.00499999],0.0044867195991015844
14,GUNLOADED1_W26,Overall,Overall,[0.14476861 0.38228253 0.47294886],0.0135692897385903
15,GUNLOCKED1_W26,Overall,Overall,[0.42049818 0.26886492 0.3106369 ],0.010461033812782853
16,GROWUPGUN2B_W26,Overall,Overall,[0.66715866 0.33284134],0.0032938192258771715
17,GUNCONTRIBB_W26,Overall,Overall,[0.53300172 0.33057745 0.08660229 0.04981855],0.004517022983260846
18,GROWUPGUN6_W26,Overall,Overall,[0.06355962 0.19587363 0.23884767 0.50171908],0.0030226903292802634
19,CARRYGUN_W26,Overall,Overall,[0.12243472 0.15027496 0.3139661  0.41332423],0.0014844246607134625
20,GUNCOURSES_W26,Overall,Overall,[0.34855131 0.65144869],0.0030186858441893657
21,GUNFRIEND_W26,Overall,Overall,[0.2540863 0.4433824 0.3025313 0.       ],0.003273442103681597
22,GUNRESPKIDSB_W26,Overall,Overall,[0.637814   0.24753395 0.07306231 0.04158974],0.004223199728266132
23,WORLDDANGER_W26,Overall,Overall,[0.09402386 0.69377638 0.21219976],0.005655844330842923
24,GUNKILLF2_W26,Overall,Overall,[0.74914651 0.25085349],0.002206199556738982
25,GUNRESPNOKIDSB_W26,Overall,Overall,[0.47770585 0.28150561 0.14900091 0.09178763],0.010194792790734805
26,GROWUPGUN2A_W26,Overall,Overall,[0.60482947 0.39517053],0.0024962177221438103
27,REASONGUNC_W26,Overall,Overall,[0.30563803 0.38198467 0.31237731],0.003519768111127422
28,SHOOTFREQ_W26,Overall,Overall,[0.05015869 0.20075109 0.29452645 0.45456377],0.004061991906307564
